"cliente","ciudad","valor","tipo.cliente"
10042,8,14.62,13
15532,8,12.58,4
14007,2,22.5,11
15585,2,181.66,4
14010,2,291.36,4
15616,3,33.97,1
11243,3,10.01,2
11253,3,17.78,13
15697,3,137.59,4
15698,3,97.92,9
13786,6,78.6,4
15702,6,18.58,4
15701,6,49.22,13
12020,6,349.41,12
15621,4,118.89,4
14056,4,22.32,6
15328,3,157.32,4
15328,3,354.72,4
15328,3,310.38,4
15570,11,167.36,4
13965,3,18.24,4
13779,11,137.4,2
13838,5,85.24,6
15674,5,102.73,9
15674,5,6.25,9
11359,9,221.03,4
11226,18,97.92,12
13283,18,52.8,4
12802,18,56.33,13
11336,5,27.87,13
10108,5,83.46,13
15699,15,35.7,13
15690,19,14.4,4
13169,19,100.1,4
13205,19,20.02,4
14095,19,36,4
15622,19,169.92,4
11028,19,17.31,13
15627,19,275.77,13
13166,19,34.6,13
13779,11,38.4,2
13779,11,75,2
15353,15,25.22,13
13548,15,67.94,13
13779,11,33.6,2
10081,11,40.69,4
10042,8,27.58,13
14028,8,62.31,13
15549,3,134.94,13
15549,3,56.85,13
13678,8,55.06,4
12125,3,52.64,1
14011,2,87.29,8
15616,3,177.95,1
15030,2,41.3,13
15632,3,36.93,11
13594,4,44.64,1
12157,2,310.83,4
15545,4,131.14,4
14056,4,40.5,6
15701,6,81.4,13
15661,6,29.52,4
13924,6,28.7,4
15660,6,20.91,13
13605,6,12,13
13887,4,59.71,4
13759,3,560.07,1
16581,5,31.28,13
15686,5,22.75,13
16573,17,13.01,13
14021,9,122,4
10675,1,40.82,13
15681,9,568.84,13
11973,18,80.62,13
15689,5,545.24,12
15689,5,549.82,12
12781,11,83.21,13
13448,14,102.65,13
13548,15,92.12,13
15622,19,54,4
12939,19,171.77,4
12939,19,1.76,4
10243,19,22.32,13
13205,19,14.4,4
13795,8,21.48,6
12781,11,76.9,13
12781,11,251.34,13
15509,11,38.71,13
15509,11,23.69,13
15693,11,164.77,13
15693,11,130.29,13
11253,3,15.44,13
10104,2,137.6,7
15618,2,55.16,4
15014,8,97.58,2
15014,8,147.14,2
15673,3,11.41,4
14007,2,115.12,11
14007,2,7.3,11
12712,8,16,4
15632,3,31.77,11
15127,4,35.57,13
15014,8,10.12,2
15621,4,95.71,4
15621,4,61.17,4
10141,6,134.96,4
15702,6,18.54,4
15661,6,13.82,4
13594,4,119.65,1
11336,5,52.48,13
15681,9,60.06,13
16573,17,39.05,13
10677,9,52.4,1
12832,18,54.3,13
11763,1,73.2,4
13278,6,19.02,6
15661,6,212.24,4
12975,18,126.16,6
15674,5,155.3,9
15674,5,72.35,9
12975,18,553.3,6
13205,19,7.2,4
12872,19,19.99,13
10764,19,29.5,4
15627,19,285.16,13
15627,19,147.6,13
15166,7,7.07,1
15693,11,48.33,13
12020,6,250.24,12
15693,11,28.87,13
15670,11,103.76,5
16583,3,36,13
11243,3,17.65,2
15532,8,34.6,4
14010,2,14,4
15618,2,37.59,4
14028,8,167.49,13
12157,2,244,4
15562,8,36.86,1
14029,2,14.29,13
15328,3,465.63,4
15328,3,278.74,4
15328,3,26.32,4
15670,11,36.99,5
11838,1,269.73,1
15427,11,12.32,5
13887,4,36.35,4
15545,4,32.17,4
15605,6,28.87,6
15427,11,9.71,5
15668,11,30.75,13
15668,11,27.13,13
15668,11,10.01,13
11216,6,10.01,4
15668,11,12.5,13
13786,6,24.22,4
15660,6,45.45,13
14056,4,199.63,6
15657,11,4.6,13
16579,1,28,13
10177,9,40.56,13
16573,17,36.24,13
10677,9,10.49,1
11336,5,74.01,13
15146,5,107.14,2
16588,5,10.18,13
15674,5,11.41,9
16584,11,21.74,13
10184,11,22.32,13
10184,11,174.13,13
10184,11,138.97,13
13548,15,47.13,13
13448,14,116.58,13
13448,14,209.99,13
13448,14,17.35,13
15349,15,91.4,9
14095,19,30.73,4
13205,19,7.2,4
20926,19,35.32,13
15617,19,85.35,4
15326,19,8.16,2
11991,19,42.24,4
13944,19,28.4,4
15690,19,33.06,4
13169,19,150.11,4
12104,19,116.98,4
10184,11,76.27,13
10104,2,50.4,7
15616,3,25.61,1
15619,3,293.28,6
15632,3,91.64,11
12125,3,315.82,1
15532,8,132.83,4
10880,8,37.75,4
13594,4,33.2,1
10099,8,204.14,4
15014,8,82.43,2
15618,2,120.35,4
12157,2,160.18,4
10184,11,31.9,13
12712,8,416.45,4
15541,2,54.12,12
15127,4,39.07,13
15621,4,25.11,4
15545,4,113.46,4
14056,4,11.25,6
15701,6,53.85,13
12020,6,291.36,12
15605,6,32.93,6
15545,4,4.68,4
15702,6,100.8,4
15661,6,97.92,4
10108,5,48.24,13
13838,5,78.2,6
13471,16,13.95,6
10177,9,33.43,13
11973,18,28.74,13
15319,18,53.82,4
15696,5,36.54,13
15020,9,72.64,4
13548,15,36.05,13
15699,15,9.31,13
15689,5,161.46,12
15690,19,40.99,4
13944,19,162.02,4
12872,19,10.44,13
15326,19,15.16,2
10184,11,230.17,13
15639,11,20.34,13
13944,19,22.32,4
14028,8,19.09,13
13795,8,84.29,6
16597,8,52.54,4
13678,8,45.7,4
13945,5,62.34,13
11243,3,36.41,2
13965,3,35.98,4
15030,2,54.33,13
15618,2,12,4
14010,2,220.33,4
15638,11,150.53,4
15638,11,154.28,4
15656,11,28.84,13
15328,3,455,4
10104,2,12,7
13594,4,124.57,1
13887,4,43.98,4
15656,11,10.01,13
13278,6,62.56,6
15605,6,71.08,6
13375,6,20.96,13
15701,6,29.5,13
15661,6,73.83,4
15524,6,48.19,13
13786,6,60.8,4
13066,6,21.6,13
15621,4,13.5,4
13451,18,72.24,6
13278,6,19.68,6
10099,8,97.92,4
15681,9,86.83,13
13873,9,135.18,13
10177,9,50.11,13
16573,17,30.73,13
13471,16,42.07,6
11973,18,20.96,13
10675,1,28.4,13
15656,11,10.32,13
13772,1,279.62,1
14097,11,34.01,13
15636,11,55.01,13
15636,11,41.11,13
15636,11,94.57,13
15636,11,11.33,13
15636,11,50.63,13
15637,11,8.89,13
11546,11,45.3,13
13865,5,139.08,6
15616,3,117.93,1
15532,8,67.41,4
14028,8,60.88,13
10104,2,130.56,7
13795,8,116.02,6
15585,2,162.59,4
13460,8,177.63,4
12157,2,250.62,4
14007,2,74.05,11
13594,4,108,1
12020,6,72,12
15702,6,72,4
15024,6,90.56,13
13924,6,165.07,4
15661,6,72,4
15605,6,35.74,6
15328,3,323.98,4
16600,11,29.62,13
15473,11,14.57,13
11359,9,124.38,4
10177,9,27.4,13
10677,9,26.74,1
11763,1,63.67,4
10993,18,238.12,8
12832,18,21.15,13
15625,1,112.39,1
13451,18,246.15,6
16581,5,26.97,13
13548,15,83,13
11575,15,74.1,11
15674,5,16.4,9
16603,15,213.37,1
16603,15,32.4,1
16604,15,184.79,4
13166,19,33.22,4
16596,19,177.44,1
12872,19,10.47,13
12032,19,128.85,4
15027,19,19.42,4
13759,3,76.9,1
15632,3,34.51,11
15682,13,26.6,13
14028,8,26.32,13
15669,11,21.48,13
15624,8,71.66,1
13795,8,78.75,6
15532,8,45.05,4
10880,8,54.49,4
12157,2,87.25,4
16606,2,98.65,13
15030,2,39.31,13
15611,8,166.02,1
15621,4,23.91,4
15332,4,242.7,4
15332,4,82.59,4
15127,4,42.68,13
14056,4,47.12,6
15545,4,181.15,4
15524,6,18.3,13
15024,6,73.1,13
15702,6,21.12,4
15605,6,28.4,6
10139,6,343.98,4
15661,6,98.98,4
11216,6,20.02,4
15446,11,79.54,13
15648,11,21.45,13
16587,11,23.13,13
16587,11,30.05,13
16587,11,18.26,13
16616,11,214.64,10
13498,5,49.86,4
10108,5,7.2,13
10104,2,117.54,7
16573,17,17.08,13
11405,15,267.8,1
10177,9,45.11,13
11838,1,259,1
14021,9,27.56,4
15611,8,14.28,1
16616,11,373.54,10
16616,11,232.59,10
15651,11,54.4,13
15690,19,41.53,4
10764,19,11.4,4
13205,19,77.97,13
11751,19,18.2,13
13169,19,50.05,4
14095,19,40.04,4
13944,19,97.92,4
13926,19,44.69,13
12939,19,93.78,4
12939,19,50.29,4
15651,11,70.58,13
15651,11,43.77,13
15651,11,79.66,13
13759,3,119.08,1
11243,3,10.01,2
15532,8,105.7,4
15632,3,33.84,11
10042,8,72,13
15618,2,32.95,4
15585,2,239.82,4
12157,2,255.44,4
14007,2,69.14,11
15562,8,45.13,1
13050,2,97.92,7
13594,4,123.63,1
15701,6,11.55,13
15661,6,319.5,4
15572,6,206.77,4
12020,6,53.82,12
13278,6,126.57,6
15651,11,13.46,13
13207,5,9.29,13
13498,5,35.95,4
16573,17,17.76,13
15319,18,105.6,4
10271,18,76.21,4
10177,9,51.17,13
14021,9,38.33,4
15572,6,123.97,4
11973,18,250.1,13
12832,18,35.53,13
11226,18,373.09,12
11226,18,14.35,12
15689,5,572.62,12
14007,2,47.04,11
15103,19,50.2,4
12872,19,8.68,13
16608,19,7.45,13
15690,19,13.76,4
11991,19,24,4
11703,19,54.86,4
15651,11,7.8,13
15651,11,38.17,13
15682,13,27.15,13
15634,11,140.19,13
15634,11,43.88,13
10675,1,24.09,13
11243,3,24.51,2
15328,3,20.9,4
15616,3,88.66,1
15619,3,170.4,6
13678,8,40.01,4
10099,8,50.05,4
13795,8,250.18,6
12712,8,176.89,4
10880,8,139.3,4
14010,2,16.1,4
12157,2,349.6,4
12125,3,483.28,1
12125,3,91.8,1
13759,3,37.64,1
15585,2,214.61,4
13838,5,93.42,6
13498,5,78,4
16573,17,15,13
15584,16,23.27,13
15020,9,130.9,4
13786,6,70.48,4
15661,6,293.62,4
10675,1,17.11,13
10177,9,36.24,13
15660,6,49.67,13
12769,5,52.8,2
15545,4,89.34,4
13548,15,95,13
13448,14,42.04,13
15349,15,13.58,9
15659,11,97.11,13
15690,19,8.96,4
12104,19,35.14,4
13169,19,151.74,4
16596,19,110.83,1
12872,19,11.29,13
15659,11,29.81,13
15659,11,19.34,13
13954,8,350.4,4
12712,8,561.6,4
10104,2,218.52,7
15030,2,55.55,13
14028,8,128.36,13
12157,2,181.38,4
11243,3,19.08,2
13965,3,13.44,4
15673,3,310.46,1
15659,11,51.18,13
12020,6,290.79,12
15661,6,154.87,4
13887,4,41.37,4
15621,4,52.91,4
15605,6,54.29,6
15701,6,13.24,13
13594,4,184.14,1
15702,6,48.48,4
10141,6,99.9,13
15659,11,71.53,13
13061,5,27.42,13
11336,5,109.32,13
15674,5,74.21,9
14053,9,143.51,1
14053,9,92.98,1
13844,9,59.95,13
10177,9,66.41,13
10993,18,400.3,8
15659,11,84,13
15659,11,33.71,13
15182,11,5.26,13
15650,11,10.34,13
15679,11,29.52,13
15271,11,10.16,13
16585,11,22.37,13
14003,11,237.54,4
15640,11,14.15,13
11243,3,22.97,2
11253,3,14.2,13
14028,8,21.85,13
15532,8,360.47,4
15632,3,20.79,11
13460,8,94.34,4
10042,8,22.34,13
10099,8,109.48,4
15585,2,4,4
15618,2,8.68,4
10104,2,164.7,7
12157,2,173.18,4
14007,2,43.83,11
13545,8,35.76,13
14010,2,231.63,4
15024,6,36.9,13
15661,6,373.65,4
15621,4,110.89,4
13050,2,147.46,7
15681,9,50.05,13
15014,8,10.12,2
16573,17,12.65,13
13498,5,21.87,4
10177,9,18.86,13
11973,18,22.34,13
12832,18,138.68,13
11359,9,186.53,4
11763,1,215.46,4
15349,15,72,9
11703,19,30.03,4
12889,11,9.08,13
15103,19,91.99,4
15027,19,22.32,4
13944,19,56.83,4
15690,19,21.94,4
15627,19,348.4,13
10177,9,18.24,13
15689,5,662.4,12
12125,3,124.46,1
11243,3,2.24,2
15616,3,17.43,1
15328,3,16.87,4
15328,3,198.21,4
15328,3,204.12,4
15328,3,19.44,4
15549,3,21.39,13
13394,3,253.11,4
13795,8,20.24,6
15624,8,20.34,1
12157,2,396.95,4
13448,14,211.78,13
13448,14,167.08,13
13448,14,103.41,13
13448,14,59.4,13
12020,6,136.8,12
15632,3,13.37,11
15619,3,333.68,6
15328,3,213.26,4
15661,6,248.83,4
13451,18,90,6
13278,6,78.72,6
15701,6,16.55,13
13795,8,85,6
13594,4,72,1
15623,4,18.54,13
15605,6,60.26,6
14021,9,24.05,4
10879,9,4.16,1
10177,9,16.6,13
16573,17,31.08,13
15696,5,30.16,13
10139,6,66,4
10271,18,60.59,4
16611,18,157.87,4
13498,5,48.5,4
15524,6,10.49,13
10675,1,40.95,13
13548,15,97.51,13
11405,15,316.95,1
11226,18,638.48,12
16590,11,9.32,13
13356,11,10.01,13
16618,11,42.94,13
14095,19,41.25,13
13944,19,48.38,4
13166,19,88.3,4
15625,1,61.37,1
15320,11,135.12,5
16612,19,922.81,12
15320,11,43.56,5
13759,3,51.43,1
15673,3,190.92,1
15030,2,50.05,13
15585,2,168.63,4
12157,2,368.89,4
16606,2,184.41,13
14028,8,23.78,13
15632,3,10.3,11
14007,2,43.96,11
13278,6,128.72,6
12712,8,649.02,4
13965,3,20.35,4
15545,4,79.97,4
13594,4,238.35,1
13375,6,14.2,13
15701,6,9.79,13
13887,4,131.91,4
13887,4,70.47,4
15660,6,19.9,13
13786,6,14.12,4
13498,5,47.46,4
13471,16,60.61,6
16573,17,88.7,13
10993,18,410.73,8
15349,15,72,9
11973,18,325.61,13
12104,19,104.21,4
15320,11,100.08,5
15320,11,44.17,5
15320,11,72,5
15326,19,14.2,2
15690,19,25.56,4
13944,19,100.1,4
15622,19,32.25,4
15617,19,110.37,4
12939,19,109.53,4
15320,11,93.88,5
15328,3,113.26,4
15616,3,19.2,1
11253,3,9.41,13
15632,3,22,11
15014,8,97.84,2
14028,8,73.11,13
14028,8,24.58,13
13460,8,29.88,4
15616,3,19.2,1
13795,8,27.74,6
13678,8,167.31,4
15320,11,54.18,5
15618,2,52.55,4
13050,2,111.72,7
14007,2,85.98,11
12157,2,198.54,4
15548,4,33.45,2
15328,3,172.8,4
15532,8,39.19,4
13451,18,10.44,6
16589,11,9.93,13
16615,11,3.08,13
16610,11,26.73,13
15562,8,88.72,1
15621,4,9.3,4
13594,4,37.73,1
16610,11,1.92,13
16602,11,15.1,13
10623,11,60.97,4
12020,6,213.68,12
13838,5,81.07,6
13498,5,45.94,4
13283,18,74.52,4
10177,9,36.64,13
12975,18,451.74,6
13095,11,4.86,13
11226,18,97.92,12
13095,11,38.19,13
15020,9,97.59,4
13095,11,20.04,13
13095,11,6.37,13
15654,11,3.45,13
15654,11,15.88,13
13291,11,18.76,13
15690,19,17.23,4
14095,19,181.6,4
15203,19,19.25,4
12032,19,142.11,4
16596,19,72,1
10242,19,41.71,13
10764,19,18.12,4
15103,19,95.4,4
15027,19,29.06,4
13944,19,44.64,4
15326,19,26.69,2
15622,19,22.34,4
13205,19,100.1,13
13203,19,22.01,4
13865,11,169.13,6
13865,11,72,6
13965,3,16.5,4
15616,3,4.05,1
10518,11,56.22,13
13759,3,76.78,1
15610,11,239.49,6
15610,11,48.15,6
15673,3,74.94,1
13545,8,63.36,13
11243,3,22.5,2
14028,8,47.08,13
10042,8,26.95,13
14007,2,134.56,11
14007,2,57.82,11
10104,2,90.78,7
15585,2,131.44,4
15328,3,116.64,4
15127,4,62.57,13
13887,4,54.05,4
15548,4,76.94,2
15621,4,69.48,4
15545,4,64.13,4
15024,6,58.01,13
13375,6,17.58,13
15621,4,56.24,4
15328,3,258.6,4
13278,6,213.63,7
15643,11,45.65,6
15643,11,80.85,6
15304,11,74.43,13
16613,11,135.3,3
13448,14,16.15,13
10177,9,72,13
13283,18,49.4,4
11405,15,54.45,1
15349,15,40.02,9
10203,15,25.52,11
16611,18,82.44,4
10203,15,140.3,11
15583,6,133.1,12
10317,12,47.62,4
15326,19,6.5,2
13166,19,129.7,4
16613,11,96.97,3
16613,11,37.8,3
16612,19,100.1,12
16613,11,60.42,3
16613,11,40.98,3
16613,11,19.44,3
15014,8,34.62,2
11243,3,10.01,2
15549,3,4.8,13
15616,3,75.74,1
15632,3,26.37,11
12125,3,164.86,1
16613,11,123.99,3
16586,11,14.11,13
10104,2,100.1,7
15030,2,50.05,13
15328,3,157.46,4
13759,3,84.78,1
15014,8,159.78,2
15618,2,29.45,4
12157,2,500.42,4
13460,8,193.35,4
13795,8,135.18,6
16603,15,140.04,1
14010,2,216.94,4
15332,4,159.25,4
15545,4,56.86,4
10141,6,45.79,13
15661,6,165.37,4
15605,6,22.16,6
12020,6,113.64,12
15652,11,36.21,13
13548,15,57.16,13
15332,4,84.44,4
15652,11,27.28,13
15652,11,12.83,13
15652,11,29.5,13
15652,11,21.11,13
10299,11,21.58,13
10462,11,101.88,6
15646,11,17.8,13
15144,11,82.86,13
11941,11,26.3,13
15475,11,173.25,2
16593,11,57.71,13
16599,11,22.79,13
16599,11,17.41,13
16599,11,25.72,13
10108,5,18.39,13
11336,5,122.82,13
13498,5,29.49,4
16573,17,67.41,13
10677,9,46.4,1
10177,9,65.07,13
11838,1,20.82,1
10271,18,41.82,4
13451,18,47.4,6
12104,19,10.01,4
13166,19,61.2,4
16607,11,151.95,3
15326,19,8.16,2
15027,19,22.1,4
13205,19,206.84,13
16607,11,54,3
16607,11,379.34,3
16607,11,196.21,3
13887,4,47.51,4
15682,13,23.32,13
16607,11,301.59,3
15673,3,189.2,1
16607,11,144.49,3
15666,11,22.43,13
13965,3,31.36,4
15616,3,24.53,1
13759,3,28.4,1
15328,3,385,4
15328,3,191.14,4
15616,3,30.8,1
15532,8,54.57,4
15549,3,120.72,13
15231,11,54.36,13
13594,4,42.61,1
12712,8,468.82,4
14007,2,184.9,11
14028,8,34.28,13
15585,2,113.52,4
12157,2,354.91,4
15328,3,164.7,4
13050,2,11.95,7
16606,2,48.25,13
13887,4,52.5,4
16619,6,19.92,13
15701,6,14.93,13
13375,6,7.71,13
11216,6,83.63,4
15660,6,81.22,13
13278,6,17.1,6
10099,8,410.11,4
15231,11,20.9,13
15690,19,22.01,4
15230,11,56.4,13
15027,19,32.33,4
13205,19,31.71,13
13944,19,112.1,4
14095,19,63.75,4
